CP015498.1	k119_429	98.956	50649	439	28	921972	972602	50946	370	0.0	90518
CP015498.1	k119_429	98.501	14342	159	16	898235	912551	77871	63561	0.0	25242
CP015498.1	k119_429	98.996	10953	85	7	884908	895854	90235	79302	0.0	19594
CP015498.1	k119_429	98.876	3024	30	1	913970	916989	63563	60540	0.0	5393
CP015498.1	k119_429	98.754	2007	19	1	918361	920361	60547	58541	0.0	3563
CP015498.1	k119_429	99.155	1420	11	1	895844	897263	79279	77861	0.0	2555
CP015498.1	k119_429	99.052	422	4	0	921551	921972	51331	50910	0.0	758
CP015498.1	k119_429	98.701	154	2	0	972592	972745	272	119	1.10e-70	274
CP015498.1	k119_429	96.923	130	3	1	428715	428844	90353	90225	1.88e-53	217
CP015498.1	k119_429	99.160	119	1	0	113294	113412	1	119	6.77e-53	215
CP015498.1	k119_429	99.160	119	1	0	982309	982427	119	1	6.77e-53	215
CP015498.1	k119_429	99.160	119	1	0	1422674	1422792	90353	90235	6.77e-53	215
CP015498.1	k119_429	99.160	119	1	0	1915217	1915335	90235	90353	6.77e-53	215
CP015498.1	k119_429	99.153	118	1	0	1803824	1803941	118	1	2.43e-52	213
CP015498.1	k119_429	99.153	118	1	0	1421194	1421311	118	1	2.43e-52	213
CP015498.1	k119_429	99.153	118	1	0	427235	427352	118	1	2.43e-52	213
CP015498.1	k119_429	99.153	118	1	0	111814	111931	90236	90353	2.43e-52	213
CP015498.1	k119_429	99.153	118	1	0	1805304	1805421	90353	90236	2.43e-52	213
CP015498.1	k119_429	99.153	118	1	0	983790	983907	90353	90236	2.43e-52	213
CP015498.1	k119_429	99.153	118	1	0	1884379	1884496	90236	90353	2.43e-52	213
CP015498.1	k119_429	99.153	118	1	0	1911350	1911467	90236	90353	2.43e-52	213
CP015498.1	k119_429	98.305	118	2	0	1684057	1684174	118	1	1.13e-50	207
CP015498.1	k119_429	98.305	118	2	0	245001	245118	118	1	1.13e-50	207
CP015498.1	k119_429	96.610	118	4	0	2064337	2064454	1	118	2.45e-47	196
CP015498.1	k119_429	96.610	118	3	1	1912102	1912218	1	118	8.82e-47	195
CP015498.1	k119_429	95.161	124	5	1	246481	246604	90353	90231	8.82e-47	195
CP015498.1	k119_429	95.041	121	6	0	1685537	1685657	90353	90233	1.14e-45	191
CP015498.1	k119_429	95.763	118	4	1	1054306	1054423	117	1	4.10e-45	189
CP015498.1	k119_429	95.000	120	3	3	1885131	1885249	1	118	5.31e-44	185
CP015498.1	k119_429	95.000	120	3	3	1915970	1916088	1	118	5.31e-44	185
CP015498.1	k119_429	93.443	122	5	3	2017362	2017482	120	1	8.88e-42	178
CP015498.1	k119_429	93.443	122	5	3	1646514	1646634	120	1	8.88e-42	178
CP015498.1	k119_429	93.333	120	5	3	1081861	1081979	1	118	1.15e-40	174
CP015498.1	k119_429	93.333	120	5	3	710532	710650	118	1	1.15e-40	174
CP015498.1	k119_429	93.333	120	4	4	1615707	1615824	1	118	1.15e-40	174
CP015498.1	k119_429	93.220	118	8	0	1614335	1614452	90236	90353	1.15e-40	174
CP015498.1	k119_429	93.220	118	8	0	2062869	2062986	90236	90353	1.15e-40	174
CP015498.1	k119_429	91.870	123	10	0	1836290	1836412	90231	90353	4.13e-40	172
CP015498.1	k119_429	92.437	119	9	0	1647978	1648096	90353	90235	1.49e-39	171
CP015498.1	k119_429	90.909	121	10	1	1237944	1238064	120	1	8.94e-37	161
CP015498.1	k119_429	90.083	121	2	1	1834511	1834621	90233	90353	6.96e-33	148
CP015498.1	k119_429	87.288	118	6	1	712012	712120	90353	90236	3.26e-26	126
CP015498.1	k119_429	97.059	68	2	0	1829079	1829146	90236	90303	7.06e-23	115
CP015498.1	k119_429	96.970	66	1	1	1840666	1840730	53	118	3.29e-21	110
CP015498.1	k119_429	94.915	59	2	1	1837761	1837819	1	58	1.19e-15	91.6
CP015498.1	k119_269	99.188	42347	279	20	1181719	1224044	47735	5433	0.0	76234
CP015498.1	k119_269	98.637	4990	41	10	1231279	1236257	5442	469	0.0	8813
CP015498.1	k119_269	99.087	3616	33	0	1161552	1165167	58269	54654	0.0	6495
CP015498.1	k119_269	98.771	2034	22	3	1178788	1180819	52591	50559	0.0	3615
CP015498.1	k119_269	95.000	140	5	2	380033	380172	59589	59726	5.23e-54	219
CP015498.1	k119_269	100.000	118	0	0	1177825	1177942	59609	59726	5.23e-54	219
CP015498.1	k119_269	100.000	117	0	0	1224889	1225005	59726	59610	1.88e-53	217
CP015498.1	k119_269	99.160	119	1	0	19331	19449	59608	59726	6.77e-53	215
CP015498.1	k119_269	99.153	118	1	0	2093489	2093606	59726	59609	2.43e-52	213
CP015498.1	k119_269	99.153	118	1	0	1287893	1288010	59726	59609	2.43e-52	213
CP015498.1	k119_269	94.030	134	4	4	17638	17768	133	1	1.90e-48	200
CP015498.1	k119_269	95.968	124	4	1	1328134	1328256	124	1	1.90e-48	200
CP015498.1	k119_269	92.857	140	6	4	897241	897379	59590	59726	1.90e-48	200
CP015498.1	k119_269	95.200	125	4	2	444974	445096	125	1	2.45e-47	196
CP015498.1	k119_269	95.200	125	4	2	1859318	1859440	1	125	2.45e-47	196
CP015498.1	k119_269	95.902	122	4	1	739782	739902	122	1	2.45e-47	196
CP015498.1	k119_269	96.610	118	4	0	1589284	1589401	59609	59726	2.45e-47	196
CP015498.1	k119_269	92.086	139	9	2	725562	725700	59590	59726	8.82e-47	195
CP015498.1	k119_269	93.798	129	7	1	1157316	1157443	129	1	3.17e-46	193
CP015498.1	k119_269	95.122	123	4	2	36824	36945	122	1	3.17e-46	193
CP015498.1	k119_269	95.833	120	4	1	739059	739177	1	120	3.17e-46	193
CP015498.1	k119_269	95.833	120	4	1	1284113	1284231	120	1	3.17e-46	193
CP015498.1	k119_269	94.444	126	4	3	1839269	1839392	125	1	1.14e-45	191
CP015498.1	k119_269	94.444	126	4	3	1521513	1521636	125	1	1.14e-45	191
CP015498.1	k119_269	94.400	125	5	2	137526	137649	124	1	1.14e-45	191
CP015498.1	k119_269	95.082	122	4	2	1525690	1525810	121	1	1.14e-45	191
CP015498.1	k119_269	95.798	119	4	1	292390	292507	1	119	1.14e-45	191
CP015498.1	k119_269	95.798	119	4	1	547872	547989	1	119	1.14e-45	191
CP015498.1	k119_269	95.798	119	3	2	1610647	1610763	119	1	1.14e-45	191
CP015498.1	k119_269	95.798	119	4	1	1418363	1418480	1	119	1.14e-45	191
CP015498.1	k119_269	95.798	119	4	1	584623	584740	119	1	1.14e-45	191
CP015498.1	k119_269	95.798	119	4	1	2001737	2001854	1	119	1.14e-45	191
CP015498.1	k119_269	95.798	119	4	1	2145655	2145772	1	119	1.14e-45	191
CP015498.1	k119_269	95.041	121	4	2	2011964	2012082	121	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	11680	11796	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	2138088	2138204	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	2100017	2100133	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	110304	110420	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1852503	1852619	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	466985	467101	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1692649	1692765	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	531745	531861	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	3	2	1587749	1587864	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	698714	698830	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1480695	1480811	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1091295	1091411	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1098564	1098680	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1147671	1147787	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1150354	1150470	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	3	2	1152489	1152604	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	988972	989088	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	916990	917106	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1299575	1299691	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1394778	1394894	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1448373	1448489	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	719510	719626	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	3	2	638412	638527	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	1591797	1591913	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	3	2	1643791	1643906	1	118	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	532374	532490	118	1	4.10e-45	189
CP015498.1	k119_269	95.763	118	4	1	406427	406543	118	1	4.10e-45	189
